"","Site","Planting","Latitude","Longitude","Crop","Genetics"
"751","urbana_il","05/23/1996",40.1106,-88.1972,"soybean",2
"752","urbana_il","05/23/1996",40.1106,-88.1972,"soybean",3
"753","urbana_il","05/23/1996",40.1106,-88.1972,"soybean",4
"754","wooster_oh","05/24/1996",40.8166,-81.9337,"soybean",3
"755","wooster_oh","05/24/1996",40.8166,-81.9337,"soybean",2
"756","york_ne","05/24/1996",40.8708,-97.5947,"soybean",2
"757","york_ne","05/24/1996",40.8708,-97.5947,"soybean",3
"758","adelphia_nj","05/23/1996",40.2182,-74.2563,"soybean",2
"759","adelphia_nj","05/23/1996",40.2182,-74.2563,"soybean",3
"760","adelphia_nj","05/23/1996",40.2182,-74.2563,"soybean",4
"761","ames_ia","05/25/1996",42.0262,-93.6275,"soybean",2
"762","ames_ia","05/25/1996",42.0262,-93.6275,"soybean",3
"763","ames_ia","05/25/1996",42.0262,-93.6275,"soybean",1
"764","beresford_sd","05/25/1996",43.0797,-96.7802,"soybean",2
"765","dekalb_il","05/25/1996",41.9299,-88.7478,"soybean",2
"766","dwight_il","05/25/1996",41.0985,-88.4238,"soybean",2
"767","grandjunction_ia","05/25/1996",42.033,-94.237,"soybean",2
"768","hubbard_ia","05/25/1996",42.3061,-93.3013,"soybean",2
"769","casselton_nd","05/20/1996",46.8973,-97.2124,"soybean",0
"770","casselton_nd","05/20/1996",46.8973,-97.2124,"soybean",0
"771","morris_mn","05/23/1996",45.5861,-95.9046,"soybean",0
"772","rosemount_mn","05/24/1996",44.7466,-93.0662,"soybean",0
"773","crookston_mn","05/17/1996",47.7747,-96.6062,"soybean",0
"774","crookston_mn","05/17/1996",47.7747,-96.6062,"soybean",0
"775","moorhead_mn","05/20/1996",46.8674,-96.7457,"soybean",0
"776","moorhead_mn","05/20/1996",46.8674,-96.7457,"soybean",0
"777","shelly_mn","05/18/1996",47.4584,-96.8196,"soybean",0
"778","shelly_mn","05/18/1996",47.4584,-96.8196,"soybean",0
"779","belleville_il","05/20/1996",38.515,-89.9865,"soybean",4
"780","cora_il","05/18/1996",37.8239,-89.6704,"soybean",4
"781","ottawa_ks","05/20/1996",38.5998,-95.2643,"soybean",4
"782","ottawa_ks","05/20/1996",38.5998,-95.2643,"soybean",3
"783","portageville_mo","05/14/1996",36.4295,-89.6994,"soybean",4
"784","portageville_mo","05/14/1996",36.4295,-89.6994,"soybean",0
"785","portageville_mo","05/14/1996",36.4295,-89.6994,"soybean",0
"786","portageville_mo","05/14/1996",36.4295,-89.6994,"soybean",1
"787","lincoln_ne","05/24/1996",40.8102,-96.6808,"soybean",3
"788","humboldt_ia","05/25/1996",42.7232,-94.2245,"soybean",1
"789","adelphia_nj","05/24/1997",40.2182,-74.2563,"soybean",2
"790","adelphia_nj","05/24/1997",40.2182,-74.2563,"soybean",3
"791","adelphia_nj","05/24/1997",40.2182,-74.2563,"soybean",4
"792","ames_ia","05/26/1997",42.0262,-93.6275,"soybean",2
"793","ames_ia","05/26/1997",42.0262,-93.6275,"soybean",3
"794","ames_ia","05/26/1997",42.0262,-93.6275,"soybean",1
"795","arlington_wi","05/26/1997",43.3352,-89.3724,"soybean",2
"796","arlington_wi","05/26/1997",43.3352,-89.3724,"soybean",1
"797","arlington_wi","05/26/1997",43.3352,-89.3724,"soybean",0
"798","beresford_sd","05/26/1997",43.0797,-96.7802,"soybean",2
"799","brookings_sd","05/26/1997",44.3027,-96.7856,"soybean",1
"800","brookings_sd","05/26/1997",44.3027,-96.7856,"soybean",2
"801","brookings_sd","05/26/1997",44.3027,-96.7856,"soybean",0
"802","dekalb_il","05/26/1997",41.9299,-88.7478,"soybean",2
"803","dwight_il","05/26/1997",41.0985,-88.4238,"soybean",2
"804","grandjunction_ia","05/26/1997",42.033,-94.237,"soybean",2
"805","hartington_ne","05/26/1997",42.6207,-97.2669,"soybean",2
"806","hartington_ne","05/26/1997",42.6207,-97.2669,"soybean",1
"807","hildreth_ne","05/25/1997",40.3378,-99.0458,"soybean",2
"808","hildreth_ne","05/25/1997",40.3378,-99.0458,"soybean",3
"809","hoytville_oh","05/26/1997",41.19,-83.7844,"soybean",2
"810","hoytville_oh","05/26/1997",41.19,-83.7844,"soybean",3
"811","hubbard_ia","05/26/1997",42.3061,-93.3013,"soybean",2
"812","inghamcounty_mi","05/26/1997",42.6469,-84.3542,"soybean",2
"813","inghamcounty_mi","05/26/1997",42.6469,-84.3542,"soybean",1
"814","westlafayette_in","05/25/1997",40.399,-86.8592,"soybean",2
"815","westlafayette_in","05/25/1997",40.399,-86.8592,"soybean",3
"816","westlafayette_in","05/25/1997",40.399,-86.8592,"soybean",4
"817","westlafayette_in","05/25/1997",40.399,-86.8592,"soybean",1
"818","lamberton_mn","05/26/1997",44.2306,-95.2676,"soybean",1
"819","lamberton_mn","05/26/1997",44.2306,-95.2676,"soybean",2
"820","mccooljunction_ne","05/25/1997",40.744,-97.6004,"soybean",2
"821","mccooljunction_ne","05/25/1997",40.744,-97.6004,"soybean",3
"822","pinneyfarm_in","05/26/1997",41.4399,-86.9252,"soybean",3
"823","pinneyfarm_in","05/26/1997",41.4399,-86.9252,"soybean",2
"824","urbana_il","05/24/1997",40.1106,-88.1972,"soybean",2
"825","urbana_il","05/24/1997",40.1106,-88.1972,"soybean",3
"826","urbana_il","05/24/1997",40.1106,-88.1972,"soybean",4
"827","waseca_mn","05/26/1997",44.0826,-93.5026,"soybean",1
"828","waseca_mn","05/26/1997",44.0826,-93.5026,"soybean",2
"829","wooster_oh","05/25/1997",40.8166,-81.9337,"soybean",3
"830","wooster_oh","05/25/1997",40.8166,-81.9337,"soybean",2
"831","columbia_mo","05/22/1997",38.9475,-92.3263,"soybean",3
"832","columbia_mo","05/22/1997",38.9475,-92.3263,"soybean",4
"833","fairfield_ia","05/25/1997",41.0071,-91.9673,"soybean",3
"834","georgetown_de","05/21/1997",38.6899,-75.3872,"soybean",3
"835","georgetown_de","05/21/1997",38.6899,-75.3872,"soybean",4
"836","griswold_ia","05/26/1997",41.2343,-95.1392,"soybean",3
"837","lexington_ky","05/20/1997",38.0423,-84.4587,"soybean",4
"838","lexington_ky","05/20/1997",38.0423,-84.4587,"soybean",3
"839","manhattan_ks","05/23/1997",39.1883,-96.605,"soybean",3
"840","manhattan_ks","05/23/1997",39.1883,-96.605,"soybean",4
"841","newton_il","05/22/1997",38.9881,-88.1647,"soybean",3
"842","newton_il","05/22/1997",38.9881,-88.1647,"soybean",4
"843","plaincity_oh","05/24/1997",40.1067,-83.2693,"soybean",3
"844","powhattan_ks","05/24/1997",39.7616,-95.634,"soybean",3
"845","powhattan_ks","05/24/1997",39.7616,-95.634,"soybean",4
"846","queenstown_md","05/22/1997",38.9863,-76.1693,"soybean",4
"847","queenstown_md","05/22/1997",38.9863,-76.1693,"soybean",3
"848","ridgway_il","05/19/1997",37.7978,-88.2603,"soybean",3
"849","ridgway_il","05/19/1997",37.7978,-88.2603,"soybean",4
"850","southcharleston_oh","05/24/1997",39.8249,-83.6415,"soybean",3
"851","southcharleston_oh","05/24/1997",39.8249,-83.6415,"soybean",4
"852","stuart_ia","05/26/1997",41.5003,-94.3187,"soybean",3
"853","tekamah_ne","05/26/1997",41.7779,-96.2248,"soybean",3
"854","tekamah_ne","05/26/1997",41.7779,-96.2248,"soybean",2
"855","topeka_ks","05/22/1997",39.0347,-95.6955,"soybean",3
"856","topeka_ks","05/22/1997",39.0347,-95.6955,"soybean",4
"857","greene_ia","05/26/1997",42.8969,-92.8043,"soybean",1
"858","kanawha_ia","05/26/1997",42.9342,-93.7933,"soybean",1
"859","ord_ne","05/26/1997",41.5991,-98.9151,"soybean",2
"860","ord_ne","05/26/1997",41.5991,-98.9151,"soybean",1
"861","pocahontas_ia","05/26/1997",42.7371,-94.6661,"soybean",1
"862","saginaw_mi","05/26/1997",43.4199,-83.95,"soybean",1
"863","saginaw_mi","05/26/1997",43.4199,-83.95,"soybean",2
"864","watertown_sd","05/25/1997",44.9096,-97.1539,"soybean",0
"865","watertown_sd","05/25/1997",44.9096,-97.1539,"soybean",1
"866","casselton_nd","05/20/1997",46.8973,-97.2124,"soybean",0
"867","casselton_nd","05/20/1997",46.8973,-97.2124,"soybean",0
"868","morris_mn","05/24/1997",45.5861,-95.9046,"soybean",0
"869","rosemount_mn","05/25/1997",44.7466,-93.0662,"soybean",0
"870","crookston_mn","05/18/1997",47.7747,-96.6062,"soybean",0
"871","crookston_mn","05/18/1997",47.7747,-96.6062,"soybean",0
"872","moorhead_mn","05/21/1997",46.8674,-96.7457,"soybean",0
"873","moorhead_mn","05/21/1997",46.8674,-96.7457,"soybean",0
"874","shelly_mn","05/19/1997",47.4584,-96.8196,"soybean",0
"875","shelly_mn","05/19/1997",47.4584,-96.8196,"soybean",0
"876","mountorab_oh","05/22/1997",39.0295,-83.9268,"soybean",4
"877","mountorab_oh","05/22/1997",39.0295,-83.9268,"soybean",3
"878","nashville_il","05/21/1997",38.3515,-89.3772,"soybean",4
"879","ottawa_ks","05/21/1997",38.5998,-95.2643,"soybean",4
"880","ottawa_ks","05/21/1997",38.5998,-95.2643,"soybean",3
"881","portageville_mo","05/15/1997",36.4295,-89.6994,"soybean",4
"882","portageville_mo","05/15/1997",36.4295,-89.6994,"soybean",0
"883","portageville_mo","05/15/1997",36.4295,-89.6994,"soybean",0
"884","portageville_mo","05/15/1997",36.4295,-89.6994,"soybean",1
"885","ullin_il","05/18/1997",37.2777,-89.1752,"soybean",4
"886","lincoln_ne","05/25/1997",40.8102,-96.6808,"soybean",3
"887","eastlansing_mi","05/26/1997",42.7483,-84.4834,"soybean",2
"888","eastlansing_mi","05/26/1997",42.7483,-84.4834,"soybean",1
"889","ames_ia","05/26/1998",42.0262,-93.6275,"soybean",2
"890","ames_ia","05/26/1998",42.0262,-93.6275,"soybean",3
"891","ames_ia","05/26/1998",42.0262,-93.6275,"soybean",1
"892","beresford_sd","05/26/1998",43.0797,-96.7802,"soybean",2
"893","brookings_sd","05/26/1998",44.3027,-96.7856,"soybean",1
"894","brookings_sd","05/26/1998",44.3027,-96.7856,"soybean",2
"895","brookings_sd","05/26/1998",44.3027,-96.7856,"soybean",0
"896","grandjunction_ia","05/26/1998",42.033,-94.237,"soybean",2
"897","hildreth_ne","05/25/1998",40.3378,-99.0458,"soybean",2
"898","hildreth_ne","05/25/1998",40.3378,-99.0458,"soybean",3
"899","hoytville_oh","05/26/1998",41.19,-83.7844,"soybean",2
"900","hoytville_oh","05/26/1998",41.19,-83.7844,"soybean",3
"901","westlafayette_in","05/25/1998",40.399,-86.8592,"soybean",2
"902","westlafayette_in","05/25/1998",40.399,-86.8592,"soybean",3
"903","westlafayette_in","05/25/1998",40.399,-86.8592,"soybean",4
"904","westlafayette_in","05/25/1998",40.399,-86.8592,"soybean",1
"905","mccooljunction_ne","05/25/1998",40.744,-97.6004,"soybean",2
"906","mccooljunction_ne","05/25/1998",40.744,-97.6004,"soybean",3
"907","urbana_il","05/24/1998",40.1106,-88.1972,"soybean",2
"908","urbana_il","05/24/1998",40.1106,-88.1972,"soybean",3
"909","urbana_il","05/24/1998",40.1106,-88.1972,"soybean",4
"910","adelphia_nj","05/24/1998",40.2182,-74.2563,"soybean",2
"911","adelphia_nj","05/24/1998",40.2182,-74.2563,"soybean",3
"912","adelphia_nj","05/24/1998",40.2182,-74.2563,"soybean",4
"913","cotesfield_ne","05/26/1998",41.3576,-98.6336,"soybean",2
"914","cotesfield_ne","05/26/1998",41.3576,-98.6336,"soybean",1
"915","cotesfield_ne","05/26/1998",41.3576,-98.6336,"soybean",0
"916","hartington_ne","05/26/1998",42.6207,-97.2669,"soybean",2
"917","hartington_ne","05/26/1998",42.6207,-97.2669,"soybean",1
"918","byron_ne","05/24/1998",40.0048,-97.7686,"soybean",3
"919","columbia_mo","05/22/1998",38.9475,-92.3263,"soybean",3
"920","columbia_mo","05/22/1998",38.9475,-92.3263,"soybean",4
"921","fairfield_ia","05/26/1998",41.0071,-91.9673,"soybean",3
"922","fallscity_ne","05/24/1998",40.0623,-95.599,"soybean",3
"923","fallscity_ne","05/24/1998",40.0623,-95.599,"soybean",4
"924","manhattan_ks","05/23/1998",39.1883,-96.605,"soybean",3
"925","manhattan_ks","05/23/1998",39.1883,-96.605,"soybean",4
"926","arlington_wi","05/26/1998",43.3352,-89.3724,"soybean",2
"927","arlington_wi","05/26/1998",43.3352,-89.3724,"soybean",1
"928","arlington_wi","05/26/1998",43.3352,-89.3724,"soybean",0
"929","dekalb_il","05/26/1998",41.9299,-88.7478,"soybean",2
"930","dwight_il","05/26/1998",41.0985,-88.4238,"soybean",2
"931","lamberton_mn","05/26/1998",44.2306,-95.2676,"soybean",1
"932","lamberton_mn","05/26/1998",44.2306,-95.2676,"soybean",2
"933","wanatah_in","05/26/1998",41.4304,-86.8926,"soybean",3
"934","wanatah_in","05/26/1998",41.4304,-86.8926,"soybean",2
"935","wanatah_in","05/26/1998",41.4304,-86.8926,"soybean",1
"936","waseca_mn","05/26/1998",44.0826,-93.5026,"soybean",1
"937","waseca_mn","05/26/1998",44.0826,-93.5026,"soybean",2
"938","wooster_oh","05/25/1998",40.8166,-81.9337,"soybean",3
"939","wooster_oh","05/25/1998",40.8166,-81.9337,"soybean",2
"940","butlerville_in","05/22/1998",39.0326,-85.5131,"soybean",4
"941","butlerville_in","05/22/1998",39.0326,-85.5131,"soybean",3
"942","georgetown_de","05/21/1998",38.6899,-75.3872,"soybean",3
"943","georgetown_de","05/21/1998",38.6899,-75.3872,"soybean",4
"944","griswold_ia","05/26/1998",41.2343,-95.1392,"soybean",3
"945","lexington_ky","05/20/1998",38.0423,-84.4587,"soybean",4
"946","lexington_ky","05/20/1998",38.0423,-84.4587,"soybean",3
"947","newton_il","05/22/1998",38.9881,-88.1647,"soybean",3
"948","newton_il","05/22/1998",38.9881,-88.1647,"soybean",4
"949","plaincity_oh","05/24/1998",40.1067,-83.2693,"soybean",3
"950","powhattan_ks","05/24/1998",39.7616,-95.634,"soybean",3
"951","powhattan_ks","05/24/1998",39.7616,-95.634,"soybean",4
"952","queenstown_md","05/22/1998",38.9863,-76.1693,"soybean",4
"953","queenstown_md","05/22/1998",38.9863,-76.1693,"soybean",3
"954","ridgway_il","05/19/1998",37.7978,-88.2603,"soybean",3
"955","ridgway_il","05/19/1998",37.7978,-88.2603,"soybean",4
"956","southcharleston_oh","05/24/1998",39.8249,-83.6415,"soybean",3
"957","southcharleston_oh","05/24/1998",39.8249,-83.6415,"soybean",4
"958","tekamah_ne","05/26/1998",41.7779,-96.2248,"soybean",3
"959","tekamah_ne","05/26/1998",41.7779,-96.2248,"soybean",2
"960","topeka_ks","05/22/1998",39.0347,-95.6955,"soybean",3
"961","topeka_ks","05/22/1998",39.0347,-95.6955,"soybean",4
"962","winterset_ia","05/26/1998",41.3456,-94.0136,"soybean",3
"963","kanawha_ia","05/26/1998",42.9342,-93.7933,"soybean",1
"964","siouxrapids_ia","05/26/1998",42.8916,-95.1488,"soybean",1
"965","siouxrapids_ia","05/26/1998",42.8916,-95.1488,"soybean",2
"966","watertown_sd","05/25/1998",44.9096,-97.1539,"soybean",0
"967","watertown_sd","05/25/1998",44.9096,-97.1539,"soybean",1
"968","casselton_nd","05/20/1998",46.8973,-97.2124,"soybean",0
"969","casselton_nd","05/20/1998",46.8973,-97.2124,"soybean",0
"970","crookston_mn","05/17/1998",47.7747,-96.6062,"soybean",0
"971","crookston_mn","05/17/1998",47.7747,-96.6062,"soybean",0
"972","moorhead_mn","05/20/1998",46.8674,-96.7457,"soybean",0
"973","moorhead_mn","05/20/1998",46.8674,-96.7457,"soybean",0
"974","shelly_mn","05/19/1998",47.4584,-96.8196,"soybean",0
"975","shelly_mn","05/19/1998",47.4584,-96.8196,"soybean",0
"976","morris_mn","05/24/1998",45.5861,-95.9046,"soybean",0
"977","rosemount_mn","05/25/1998",44.7466,-93.0662,"soybean",0
"978","mountorab_oh","05/22/1998",39.0295,-83.9268,"soybean",4
"979","mountorab_oh","05/22/1998",39.0295,-83.9268,"soybean",3
"980","nashville_il","05/21/1998",38.3515,-89.3772,"soybean",4
"981","ottawa_ks","05/21/1998",38.5998,-95.2643,"soybean",4
"982","ottawa_ks","05/21/1998",38.5998,-95.2643,"soybean",3
"983","portageville_mo","05/15/1998",36.4295,-89.6994,"soybean",4
"984","portageville_mo","05/15/1998",36.4295,-89.6994,"soybean",0
"985","portageville_mo","05/15/1998",36.4295,-89.6994,"soybean",0
"986","portageville_mo","05/15/1998",36.4295,-89.6994,"soybean",1
"987","ullin_il","05/18/1998",37.2777,-89.1752,"soybean",4
"988","humboldt_ia","05/26/1998",42.7232,-94.2245,"soybean",1
"989","ames_ia","05/26/1999",42.0262,-93.6275,"soybean",2
"990","ames_ia","05/26/1999",42.0262,-93.6275,"soybean",3
"991","ames_ia","05/26/1999",42.0262,-93.6275,"soybean",1
"992","arlington_wi","05/26/1999",43.3352,-89.3724,"soybean",2
"993","arlington_wi","05/26/1999",43.3352,-89.3724,"soybean",1
"994","arlington_wi","05/26/1999",43.3352,-89.3724,"soybean",0
"995","beemer_ne","05/26/1999",41.93,-96.8093,"soybean",2
"996","beemer_ne","05/26/1999",41.93,-96.8093,"soybean",1
"997","beemer_ne","05/26/1999",41.93,-96.8093,"soybean",0
"998","brookings_sd","05/26/1999",44.3027,-96.7856,"soybean",1
"999","brookings_sd","05/26/1999",44.3027,-96.7856,"soybean",2
"1000","brookings_sd","05/26/1999",44.3027,-96.7856,"soybean",0
"1001","inghamcounty_mi","05/26/1999",42.6469,-84.3542,"soybean",2
"1002","inghamcounty_mi","05/26/1999",42.6469,-84.3542,"soybean",1
"1003","kanawha_ia","05/26/1999",42.9342,-93.7933,"soybean",1
"1004","westlafayette_in","05/25/1999",40.399,-86.8592,"soybean",2
"1005","westlafayette_in","05/25/1999",40.399,-86.8592,"soybean",3
"1006","westlafayette_in","05/25/1999",40.399,-86.8592,"soybean",4
"1007","westlafayette_in","05/25/1999",40.399,-86.8592,"soybean",1
"1008","lamberton_mn","05/26/1999",44.2306,-95.2676,"soybean",1
"1009","lamberton_mn","05/26/1999",44.2306,-95.2676,"soybean",2
"1010","saginaw_mi","05/26/1999",43.4199,-83.95,"soybean",1
"1011","saginaw_mi","05/26/1999",43.4199,-83.95,"soybean",2
"1012","siouxrapids_ia","05/26/1999",42.8916,-95.1488,"soybean",1
"1013","siouxrapids_ia","05/26/1999",42.8916,-95.1488,"soybean",2
"1014","waseca_mn","05/26/1999",44.0826,-93.5026,"soybean",1
"1015","waseca_mn","05/26/1999",44.0826,-93.5026,"soybean",2
"1016","watertown_sd","05/25/1999",44.9096,-97.1539,"soybean",0
"1017","watertown_sd","05/25/1999",44.9096,-97.1539,"soybean",1
"1018","adelphia_nj","05/25/1999",40.2182,-74.2563,"soybean",2
"1019","adelphia_nj","05/25/1999",40.2182,-74.2563,"soybean",3
"1020","adelphia_nj","05/25/1999",40.2182,-74.2563,"soybean",4
"1021","alden_ia","05/26/1999",42.5106,-93.3806,"soybean",2
"1022","cotesfield_ne","05/26/1999",41.3576,-98.6336,"soybean",2
"1023","cotesfield_ne","05/26/1999",41.3576,-98.6336,"soybean",1
"1024","cotesfield_ne","05/26/1999",41.3576,-98.6336,"soybean",0
"1025","dekalb_il","05/26/1999",41.9299,-88.7478,"soybean",2
"1026","dwight_il","05/26/1999",41.0985,-88.4238,"soybean",2
"1027","hoytville_oh","05/26/1999",41.19,-83.7844,"soybean",2
"1028","hoytville_oh","05/26/1999",41.19,-83.7844,"soybean",3
"1029","mccooljunction_ne","05/25/1999",40.744,-97.6004,"soybean",2
"1030","mccooljunction_ne","05/25/1999",40.744,-97.6004,"soybean",3
"1031","rippey_ia","05/26/1999",41.9342,-94.2008,"soybean",2
"1032","urbana_il","05/24/1999",40.1106,-88.1972,"soybean",2
"1033","urbana_il","05/24/1999",40.1106,-88.1972,"soybean",3
"1034","urbana_il","05/24/1999",40.1106,-88.1972,"soybean",4
"1035","wanatah_in","05/26/1999",41.4304,-86.8926,"soybean",3
"1036","wanatah_in","05/26/1999",41.4304,-86.8926,"soybean",2
"1037","wanatah_in","05/26/1999",41.4304,-86.8926,"soybean",1
"1038","wooster_oh","05/25/1999",40.8166,-81.9337,"soybean",3
"1039","wooster_oh","05/25/1999",40.8166,-81.9337,"soybean",2
"1040","columbia_mo","05/22/1999",38.9475,-92.3263,"soybean",3
"1041","columbia_mo","05/22/1999",38.9475,-92.3263,"soybean",4
"1042","crawfordsville_ia","05/26/1999",41.214,-91.5367,"soybean",3
"1043","manhattan_ks","05/23/1999",39.1883,-96.605,"soybean",3
"1044","manhattan_ks","05/23/1999",39.1883,-96.605,"soybean",4
"1045","southcharleston_oh","05/24/1999",39.8249,-83.6415,"soybean",3
"1046","southcharleston_oh","05/24/1999",39.8249,-83.6415,"soybean",4
"1047","tekamah_ne","05/26/1999",41.7779,-96.2248,"soybean",3
"1048","tekamah_ne","05/26/1999",41.7779,-96.2248,"soybean",2
"1049","butlerville_in","05/22/1999",39.0326,-85.5131,"soybean",4
"1050","butlerville_in","05/22/1999",39.0326,-85.5131,"soybean",3
"1051","byron_ne","05/24/1999",40.0048,-97.7686,"soybean",3
"1052","fallscity_ne","05/24/1999",40.0623,-95.599,"soybean",3
"1053","fallscity_ne","05/24/1999",40.0623,-95.599,"soybean",4
"1054","georgetown_de","05/22/1999",38.6899,-75.3872,"soybean",3
"1055","georgetown_de","05/22/1999",38.6899,-75.3872,"soybean",4
"1056","griswold_ia","05/26/1999",41.2343,-95.1392,"soybean",3
"1057","newton_il","05/22/1999",38.9881,-88.1647,"soybean",3
"1058","newton_il","05/22/1999",38.9881,-88.1647,"soybean",4
"1059","plaincity_oh","05/24/1999",40.1067,-83.2693,"soybean",3
"1060","powhattan_ks","05/24/1999",39.7616,-95.634,"soybean",3
"1061","powhattan_ks","05/24/1999",39.7616,-95.634,"soybean",4
"1062","queenstown_md","05/22/1999",38.9863,-76.1693,"soybean",4
"1063","queenstown_md","05/22/1999",38.9863,-76.1693,"soybean",3
"1064","ridgway_il","05/19/1999",37.7978,-88.2603,"soybean",3
"1065","ridgway_il","05/19/1999",37.7978,-88.2603,"soybean",4
"1066","topeka_ks","05/22/1999",39.0347,-95.6955,"soybean",3
"1067","topeka_ks","05/22/1999",39.0347,-95.6955,"soybean",4
"1068","belleville_il","05/21/1999",38.515,-89.9865,"soybean",4
"1069","lexington_ky","05/20/1999",38.0423,-84.4587,"soybean",4
"1070","lexington_ky","05/20/1999",38.0423,-84.4587,"soybean",3
"1071","mountorab_oh","05/22/1999",39.0295,-83.9268,"soybean",4
"1072","mountorab_oh","05/22/1999",39.0295,-83.9268,"soybean",3
"1073","casselton_nd","05/20/1999",46.8973,-97.2124,"soybean",0
"1074","casselton_nd","05/20/1999",46.8973,-97.2124,"soybean",0
"1075","crookston_mn","05/17/1999",47.7747,-96.6062,"soybean",0
"1076","crookston_mn","05/17/1999",47.7747,-96.6062,"soybean",0
"1077","moorhead_mn","05/20/1999",46.8674,-96.7457,"soybean",0
"1078","moorhead_mn","05/20/1999",46.8674,-96.7457,"soybean",0
"1079","shelly_mn","05/19/1999",47.4584,-96.8196,"soybean",0
"1080","shelly_mn","05/19/1999",47.4584,-96.8196,"soybean",0
"1081","ottawa_ks","05/21/1999",38.5998,-95.2643,"soybean",4
"1082","ottawa_ks","05/21/1999",38.5998,-95.2643,"soybean",3
"1083","portageville_mo","05/15/1999",36.4295,-89.6994,"soybean",4
"1084","portageville_mo","05/15/1999",36.4295,-89.6994,"soybean",0
"1085","portageville_mo","05/15/1999",36.4295,-89.6994,"soybean",0
"1086","portageville_mo","05/15/1999",36.4295,-89.6994,"soybean",1
"1087","ullin_il","05/18/1999",37.2777,-89.1752,"soybean",4
"1088","morris_mn","05/24/1999",45.5861,-95.9046,"soybean",0
"1089","rosemount_mn","05/25/1999",44.7466,-93.0662,"soybean",0
"1090","eastlansing_mi","05/26/1999",42.7483,-84.4834,"soybean",2
"1091","eastlansing_mi","05/26/1999",42.7483,-84.4834,"soybean",1
"1092","fairfield_ia","05/26/1999",41.0071,-91.9673,"soybean",3
"1093","stuart_ia","05/26/1999",41.5003,-94.3187,"soybean",3
"1094","humboldt_ia","05/26/1999",42.7232,-94.2245,"soybean",1
"1095","ames_ia","05/25/2000",42.0262,-93.6275,"soybean",2
"1096","ames_ia","05/25/2000",42.0262,-93.6275,"soybean",3
"1097","ames_ia","05/25/2000",42.0262,-93.6275,"soybean",1
"1098","crawfordsville_ia","05/25/2000",41.214,-91.5367,"soybean",3
"1099","goehner_ne","05/24/2000",40.8327,-97.2196,"soybean",2
"1100","goehner_ne","05/24/2000",40.8327,-97.2196,"soybean",3
"1101","goehner_ne","05/24/2000",40.8327,-97.2196,"soybean",1
"1102","goehner_ne","05/24/2000",40.8327,-97.2196,"soybean",0
"1103","hoytville_oh","05/25/2000",41.19,-83.7844,"soybean",2
"1104","hoytville_oh","05/25/2000",41.19,-83.7844,"soybean",3
"1105","westlafayette_in","05/24/2000",40.399,-86.8592,"soybean",2
"1106","westlafayette_in","05/24/2000",40.399,-86.8592,"soybean",3
"1107","westlafayette_in","05/24/2000",40.399,-86.8592,"soybean",4
"1108","westlafayette_in","05/24/2000",40.399,-86.8592,"soybean",1
"1109","manhattan_ks","05/22/2000",39.1883,-96.605,"soybean",3
"1110","manhattan_ks","05/22/2000",39.1883,-96.605,"soybean",4
"1111","mccreedie_mo","05/21/2000",38.9503,-91.9686,"soybean",3
"1112","newton_il","05/21/2000",38.9881,-88.1647,"soybean",3
"1113","newton_il","05/21/2000",38.9881,-88.1647,"soybean",4
"1114","plaincity_oh","05/23/2000",40.1067,-83.2693,"soybean",3
"1115","plymouth_ne","05/24/2000",40.3023,-96.9886,"soybean",3
"1116","powhattan_ks","05/23/2000",39.7616,-95.634,"soybean",3
"1117","powhattan_ks","05/23/2000",39.7616,-95.634,"soybean",4
"1118","queenstown_md","05/21/2000",38.9863,-76.1693,"soybean",4
"1119","queenstown_md","05/21/2000",38.9863,-76.1693,"soybean",3
"1120","southcharleston_oh","05/23/2000",39.8249,-83.6415,"soybean",3
"1121","southcharleston_oh","05/23/2000",39.8249,-83.6415,"soybean",4
"1122","tekamah_ne","05/25/2000",41.7779,-96.2248,"soybean",3
"1123","tekamah_ne","05/25/2000",41.7779,-96.2248,"soybean",2
"1124","urbana_il","05/23/2000",40.1106,-88.1972,"soybean",2
"1125","urbana_il","05/23/2000",40.1106,-88.1972,"soybean",3
"1126","urbana_il","05/23/2000",40.1106,-88.1972,"soybean",4
"1127","wooster_oh","05/24/2000",40.8166,-81.9337,"soybean",3
"1128","wooster_oh","05/24/2000",40.8166,-81.9337,"soybean",2
"1129","arlington_wi","05/25/2000",43.3352,-89.3724,"soybean",2
"1130","arlington_wi","05/25/2000",43.3352,-89.3724,"soybean",1
"1131","arlington_wi","05/25/2000",43.3352,-89.3724,"soybean",0
"1132","beemer_ne","05/25/2000",41.93,-96.8093,"soybean",2
"1133","beemer_ne","05/25/2000",41.93,-96.8093,"soybean",1
"1134","beemer_ne","05/25/2000",41.93,-96.8093,"soybean",0
"1135","brookings_sd","05/25/2000",44.3027,-96.7856,"soybean",1
"1136","brookings_sd","05/25/2000",44.3027,-96.7856,"soybean",2
"1137","brookings_sd","05/25/2000",44.3027,-96.7856,"soybean",0
"1138","cotesfield_ne","05/25/2000",41.3576,-98.6336,"soybean",2
"1139","cotesfield_ne","05/25/2000",41.3576,-98.6336,"soybean",1
"1140","cotesfield_ne","05/25/2000",41.3576,-98.6336,"soybean",0
"1141","fayetteville_ar","05/13/2000",36.0713,-94.166,"soybean",0
"1142","fayetteville_ar","05/13/2000",36.0713,-94.166,"soybean",0
